_ConceptURI;_ConceptType;_ConceptPT;_ConceptPT (@REF_LN);_Definition
http://ec.europa.eu/esco/skill/16863;SK;Grid-lock technology;Grid-lock technology [@en];
http://ec.europa.eu/esco/skill/23344;SK;Grinding (CNC);Grinding (CNC) [@en];
http://ec.europa.eu/esco/skill/20872;SK;Grinding (conventional machine);Grinding (conventional machine) [@en];
http://ec.europa.eu/esco/skill/14819;SK;Groceries;Groceries [@en];
http://ec.europa.eu/esco/skill/20394;SK;Grooming;Grooming [@en];
http://ec.europa.eu/esco/skill/14786;SG;Gross body coordination;Gross body coordination [@en];
http://ec.europa.eu/esco/skill/21234;SG;Gross body equilibrium;Gross body equilibrium [@en];
http://ec.europa.eu/esco/skill/20033;SK;Ground services;Ground services [@en];
http://ec.europa.eu/esco/skill/15717;SK;Group activities coordination;Group activities coordination [@en];
http://ec.europa.eu/esco/skill/15701;SK;Group and conference travel (organisation);Group and conference travel (organisation) [@en];
http://ec.europa.eu/esco/skill/23498;SK;Group and conference travel (sales);Group and conference travel (sales) [@en];
http://ec.europa.eu/esco/skill/15723;SK;Group guidance;Group guidance [@en];
http://ec.europa.eu/esco/skill/23906;SK;Group psychology;Group psychology [@en];
http://ec.europa.eu/esco/skill/23336;SK;Group therapy;Group therapy [@en];
http://ec.europa.eu/esco/skill/20382;SK;Grouting;Grouting [@en];
http://ec.europa.eu/esco/skill/19594;SK;Growing everlasting;Growing everlasting [@en];
http://ec.europa.eu/esco/skill/19458;SK;Growing of flowers for cutting;Growing of flowers for cutting [@en];
http://ec.europa.eu/esco/skill/19198;SK;Growing of ornamental plants;Growing of ornamental plants [@en];
http://ec.europa.eu/esco/skill/19229;SK;GSM system;GSM system [@en];
http://ec.europa.eu/esco/skill/23888;SK;Guardianship law;Guardianship law [@en];
http://ec.europa.eu/esco/skill/19294;SK;Guesthouse management;Guesthouse management [@en];
http://ec.europa.eu/esco/skill/20548;SK;Guidance (preventive animal health);Guidance (preventive animal health) [@en];
http://ec.europa.eu/esco/skill/22935;SK;Guiding (archaeology);Guiding (archaeology) [@en];
http://ec.europa.eu/esco/skill/22963;SK;Guiding (history of art);Guiding (history of art) [@en];
http://ec.europa.eu/esco/skill/22944;SK;Guiding (history of literature);Guiding (history of literature) [@en];
http://ec.europa.eu/esco/skill/14992;SK;Guiding (museum);Guiding (museum) [@en];
http://ec.europa.eu/esco/skill/17840;SK;Guitar (teaching);Guitar (teaching) [@en];
http://ec.europa.eu/esco/skill/19068;SK;Guitar playing;Guitar playing [@en];
http://ec.europa.eu/esco/skill/21660;SK;Gun engraving;Gun engraving [@en];
http://ec.europa.eu/esco/skill/16679;SK;Gun licence;Gun licence [@en];
http://ec.europa.eu/esco/skill/14990;SK;Gym caretaking;Gym caretaking [@en];
http://ec.europa.eu/esco/skill/16674;SK;Gymnastics (training/coaching);Gymnastics (training/coaching) [@en];
http://ec.europa.eu/esco/skill/15666;SK;Gynaecological oncology;Gynaecological oncology [@en];
http://ec.europa.eu/esco/skill/18378;SK;Haiku (operating system);Haiku (operating system) [@en];
http://ec.europa.eu/esco/skill/19791;SK;Hair care products;Hair care products [@en];
http://ec.europa.eu/esco/skill/21584;SK;Hairdressing (ladies);Hairdressing (ladies) [@en];
http://ec.europa.eu/esco/skill/16827;SK;Handball (training/coaching);Handball (training/coaching) [@en];
http://ec.europa.eu/esco/skill/16403;SK;Hand care (manicure);Hand care (manicure) [@en];
http://ec.europa.eu/esco/skill/15665;SK;Hand engraving;Hand engraving [@en];
http://ec.europa.eu/esco/skill/20529;SK;Handicraft/florist (teaching);Handicraft/florist (teaching) [@en];
http://ec.europa.eu/esco/skill/20500;SK;Handicraft/glass-work (teaching);Handicraft/glass-work (teaching) [@en];
http://ec.europa.eu/esco/skill/20460;SK;Handicraft/goldsmith (teaching);Handicraft/goldsmith (teaching) [@en];
http://ec.europa.eu/esco/skill/20525;SK;Handicraft/hairdressing (teaching);Handicraft/hairdressing (teaching) [@en];
http://ec.europa.eu/esco/skill/20448;SK;Handicraft/micromechanic (teaching);Handicraft/micromechanic (teaching) [@en];
http://ec.europa.eu/esco/skill/20607;SK;Handicraft/tailoring (teaching);Handicraft/tailoring (teaching) [@en];
http://ec.europa.eu/esco/skill/20455;SK;Handicraft/upholstering (teaching);Handicraft/upholstering (teaching) [@en];
http://ec.europa.eu/esco/skill/17613;SK;Handicraft teaching;Handicraft teaching [@en];
http://ec.europa.eu/esco/skill/367785;SG;Handle challenges;Handle challenges [@en];
http://ec.europa.eu/esco/skill/17046;SK;Handling complaints;Handling complaints [@en];
http://ec.europa.eu/esco/skill/15660;SK;Hand moulding;Hand moulding [@en];
http://ec.europa.eu/esco/skill/15649;SK;Hand surgery;Hand surgery [@en];
http://ec.europa.eu/esco/skill/19235;SK;Handwriting interpretation;Handwriting interpretation [@en];
http://ec.europa.eu/esco/skill/19256;SK;Hand written document interpretation;Hand written document interpretation [@en];
http://ec.europa.eu/esco/skill/14451;SK;Harbour management;Harbour management [@en];
http://ec.europa.eu/esco/skill/18873;SK;Hardening (ceramics/glass);Hardening (ceramics/glass) [@en];
http://ec.europa.eu/esco/skill/18869;SK;Hardening (steel/metal);Hardening (steel/metal) [@en];
http://ec.europa.eu/esco/skill/22499;SK;Hard handicrafts (advisory);Hard handicrafts (advisory) [@en];
http://ec.europa.eu/esco/skill/18919;SK;Hardware design;Hardware design [@en];
http://ec.europa.eu/esco/skill/15079;SK;Hardware development;Hardware development [@en];
http://ec.europa.eu/esco/skill/21215;SK;Hardware programming;Hardware programming [@en];
http://ec.europa.eu/esco/skill/18012;SK;Hardware testing;Hardware testing [@en];
http://ec.europa.eu/esco/skill/22842;SK;Harmonica playing;Harmonica playing [@en];
http://ec.europa.eu/esco/skill/14591;SK;Harness racing;Harness racing [@en];
http://ec.europa.eu/esco/skill/20589;SK;Harp (teaching);Harp (teaching) [@en];
http://ec.europa.eu/esco/skill/16492;SK;Harp playing;Harp playing [@en];
http://ec.europa.eu/esco/skill/17234;SK;Harpsichord (teaching);Harpsichord (teaching) [@en];
http://ec.europa.eu/esco/skill/21539;SK;Harpsichord playing;Harpsichord playing [@en];
http://ec.europa.eu/esco/skill/19010;SK;Harvesting;Harvesting [@en];
http://ec.europa.eu/esco/skill/14806;SK;Hash Animation Master;Hash Animation Master [@en];
http://ec.europa.eu/esco/skill/22448;SK;Haskell;Haskell [@en];
http://ec.europa.eu/esco/skill/19365;SK;Hat-making;Hat-making [@en];
http://ec.europa.eu/esco/skill/19355;SK;Hat reconditioning;Hat reconditioning [@en];
http://ec.europa.eu/esco/skill/16487;SK;Hats and caps;Hats and caps [@en];
http://ec.europa.eu/esco/skill/20171;SK;Haulage relay work;Haulage relay work [@en];
http://ec.europa.eu/esco/skill/17418;SK;Hazardous waste;Hazardous waste [@en];
http://ec.europa.eu/esco/skill/15440;SK;HDML;HDML [@en];
http://ec.europa.eu/esco/skill/16502;SK;Head guarding (railway);Head guarding (railway) [@en];
http://ec.europa.eu/esco/skill/14271;SG;Health;Health [@en];
http://ec.europa.eu/esco/skill/20029;SG;Health, safety and the working environment;Health, safety and the working environment [@en];
http://ec.europa.eu/esco/skill/18258;SK;Health (teaching);Health (teaching) [@en];
http://ec.europa.eu/esco/skill/21766;SK;Health and medical care for children and adolescents (nursing);Health and medical care for children and adolescents (nursing) [@en];
http://ec.europa.eu/esco/skill/17518;SK;Health care (housing hygiene, etc.);Health care (housing hygiene, etc.) [@en];
http://ec.europa.eu/esco/skill/22982;SK;Health care (professional guidance);Health care (professional guidance) [@en];
http://ec.europa.eu/esco/skill/21901;SK;Health care issues;Health care issues [@en];
http://ec.europa.eu/esco/skill/17866;SK;Health care issues (staff administration);Health care issues (staff administration) [@en];
http://ec.europa.eu/esco/skill/15446;SK;Health economics;Health economics [@en];
http://ec.europa.eu/esco/skill/17487;SK;Health education methods;Health education methods [@en];
http://ec.europa.eu/esco/skill/17511;SK;Health psychology;Health psychology [@en];
http://ec.europa.eu/esco/skill/15451;SK;Healthy food;Healthy food [@en];
http://ec.europa.eu/esco/skill/17289;SK;Hearing aids (testing and training);Hearing aids (testing and training) [@en];
http://ec.europa.eu/esco/skill/15039;SK;Hearing and visually impaired persons (special needs issues);Hearing and visually impaired persons (special needs issues) [@en];
http://ec.europa.eu/esco/skill/18344;SK;Hearing centre;Hearing centre [@en];
http://ec.europa.eu/esco/skill/23366;SK;Hearing impaired persons (job-focused rehabilitation);Hearing impaired persons (job-focused rehabilitation) [@en];
http://ec.europa.eu/esco/skill/23150;SK;Hearing impaired persons (special needs issues);Hearing impaired persons (special needs issues) [@en];
http://ec.europa.eu/esco/skill/21357;SK;Hearing impaired pupils (teaching);Hearing impaired pupils (teaching) [@en];
http://ec.europa.eu/esco/skill/17378;SK;Heating, ventilation and air conditioning (fitting);Heating, ventilation and air conditioning (fitting) [@en];
http://ec.europa.eu/esco/skill/20699;SK;Heating plant (maintenance);Heating plant (maintenance) [@en];
http://ec.europa.eu/esco/skill/17656;SK;Heating technology;Heating technology [@en];
http://ec.europa.eu/esco/skill/17212;SK;Heat insulation installation;Heat insulation installation [@en];
http://ec.europa.eu/esco/skill/23526;SK;Heavy construction machinery (repairing);Heavy construction machinery (repairing) [@en];
http://ec.europa.eu/esco/skill/18230;SK;Heavy lifting;Heavy lifting [@en];
http://ec.europa.eu/esco/skill/19441;SK;Heavy maintenance (aircraft);Heavy maintenance (aircraft) [@en];
http://ec.europa.eu/esco/skill/23791;SK;Heavy plate welding;Heavy plate welding [@en];
http://ec.europa.eu/esco/skill/21260;SK;Heavy steel plate work;Heavy steel plate work [@en];
http://ec.europa.eu/esco/skill/15838;SK;Heavy work/construction;Heavy work/construction [@en];
http://ec.europa.eu/esco/skill/18183;SK;Heddling;Heddling [@en];
http://ec.europa.eu/esco/skill/22188;SK;Helicopter flying;Helicopter flying [@en];
http://ec.europa.eu/esco/skill/19996;SK;Helicopter flying (navy);Helicopter flying (navy) [@en];
http://ec.europa.eu/esco/skill/15947;SK;Hematology;Hematology [@en];
http://ec.europa.eu/esco/skill/20697;SK;Hematology (teaching);Hematology (teaching) [@en];
http://ec.europa.eu/esco/skill/17107;SK;Hemming machine;Hemming machine [@en];
http://ec.europa.eu/esco/skill/17091;SK;Hem-stitching machine;Hem-stitching machine [@en];
http://ec.europa.eu/esco/skill/17958;SK;Heraldry;Heraldry [@en];
http://ec.europa.eu/esco/skill/23125;SK;HF (high frequency);HF (high frequency) [@en];
http://ec.europa.eu/esco/skill/14707;SK;HiCAD;HiCAD [@en];
http://ec.europa.eu/esco/skill/18062;SK;High frequency technology;High frequency technology [@en];
http://ec.europa.eu/esco/skill/19910;SK;High-pressure cleaning;High-pressure cleaning [@en];
http://ec.europa.eu/esco/skill/21881;SK;High-speed craft;High-speed craft [@en];
http://ec.europa.eu/esco/skill/18412;SK;High voltage switches (maintenance);High voltage switches (maintenance) [@en];
http://ec.europa.eu/esco/skill/18301;SK;High voltage technology;High voltage technology [@en];
http://ec.europa.eu/esco/skill/14311;SK;Hiking (training/coaching);Hiking (training/coaching) [@en];
http://ec.europa.eu/esco/skill/23040;SK;Hip-hop music (instrumental performance);Hip-hop music (instrumental performance) [@en];
http://ec.europa.eu/esco/skill/14628;SK;Hip-hop music (teaching);Hip-hop music (teaching) [@en];
http://ec.europa.eu/esco/skill/23253;SK;Hip-hop music (vocal performance);Hip-hop music (vocal performance) [@en];
http://ec.europa.eu/esco/skill/21091;SK;Histopathology (biomedical analysis);Histopathology (biomedical analysis) [@en];
http://ec.europa.eu/esco/skill/22896;SK;Historical guiding;Historical guiding [@en];
http://ec.europa.eu/esco/skill/20180;SK;Historical painting techniques;Historical painting techniques [@en];
http://ec.europa.eu/esco/skill/22234;SK;History;History [@en];
http://ec.europa.eu/esco/skill/16102;SK;History (teaching);History (teaching) [@en];
http://ec.europa.eu/esco/skill/18126;SK;History of art;History of art [@en];
http://ec.europa.eu/esco/skill/16014;SK;History of art (teaching);History of art (teaching) [@en];
http://ec.europa.eu/esco/skill/21559;SK;History of film (teaching);History of film (teaching) [@en];
http://ec.europa.eu/esco/skill/17784;SK;History of ideas;History of ideas [@en];
http://ec.europa.eu/esco/skill/21770;SK;History of ideas (teaching);History of ideas (teaching) [@en];
http://ec.europa.eu/esco/skill/15180;SK;History of literature;History of literature [@en];
http://ec.europa.eu/esco/skill/21603;SK;History of literature (teaching);History of literature (teaching) [@en];
http://ec.europa.eu/esco/skill/18920;SK;History of philosophy;History of philosophy [@en];
http://ec.europa.eu/esco/skill/21678;SK;History of religions (teaching);History of religions (teaching) [@en];
http://ec.europa.eu/esco/skill/14795;SK;History of style;History of style [@en];
http://ec.europa.eu/esco/skill/18894;SK;Hit songs playing;Hit songs playing [@en];
http://ec.europa.eu/esco/skill/23566;SK;Hit songs vocal performance;Hit songs vocal performance [@en];
http://ec.europa.eu/esco/skill/16219;SK;HIV/AIDS;HIV/AIDS [@en];
http://ec.europa.eu/esco/skill/18875;SK;Hole cutting (construction);Hole cutting (construction) [@en];
http://ec.europa.eu/esco/skill/18673;SK;Hole grinding;Hole grinding [@en];
http://ec.europa.eu/esco/skill/17869;SK;Holiday homes (brokering);Holiday homes (brokering) [@en];
http://ec.europa.eu/esco/skill/23481;SK;Home care;Home care [@en];
http://ec.europa.eu/esco/skill/18600;SK;Home for care and living;Home for care and living [@en];
http://ec.europa.eu/esco/skill/23548;SK;Home nursing;Home nursing [@en];
http://ec.europa.eu/esco/skill/22354;SK;Homeopathy;Homeopathy [@en];
http://ec.europa.eu/esco/skill/14765;SK;Hoof care;Hoof care [@en];
http://ec.europa.eu/esco/skill/18954;SK;Horse (providing training);Horse (providing training) [@en];
http://ec.europa.eu/esco/skill/20296;SK;Horse anatomy;Horse anatomy [@en];
http://ec.europa.eu/esco/skill/16322;SK;Horse racing (training/coaching);Horse racing (training/coaching) [@en];
http://ec.europa.eu/esco/skill/19410;SK;Horticultural science;Horticultural science [@en];
http://ec.europa.eu/esco/skill/19414;SK;Horticulture;Horticulture [@en];
http://ec.europa.eu/esco/skill/16754;SK;Hosiery knitting machine;Hosiery knitting machine [@en];
http://ec.europa.eu/esco/skill/19476;SK;Hospital cleaning;Hospital cleaning [@en];
http://ec.europa.eu/esco/skill/21843;SK;Hospital dental care (nursing);Hospital dental care (nursing) [@en];
http://ec.europa.eu/esco/skill/22771;SK;Hospital equipping;Hospital equipping [@en];
http://ec.europa.eu/esco/skill/23088;SK;Hospital laboratory work;Hospital laboratory work [@en];
http://ec.europa.eu/esco/skill/23080;SK;Hospital meals;Hospital meals [@en];
http://ec.europa.eu/esco/skill/15551;SK;Hospital pharmacy work;Hospital pharmacy work [@en];
http://ec.europa.eu/esco/skill/16422;SK;Hospital photography;Hospital photography [@en];
http://ec.europa.eu/esco/skill/15023;SK;Hospital physics (medico-technical area engineering);Hospital physics (medico-technical area engineering) [@en];
http://ec.europa.eu/esco/skill/23363;SK;Hospital reception;Hospital reception [@en];
http://ec.europa.eu/esco/skill/23284;SK;Hotel and restaurant furnishing;Hotel and restaurant furnishing [@en];
http://ec.europa.eu/esco/skill/20990;SK;Hotel management;Hotel management [@en];
http://ec.europa.eu/esco/skill/17575;SK;Hotel premises caretaking;Hotel premises caretaking [@en];
http://ec.europa.eu/esco/skill/19378;SK;Hotel reception;Hotel reception [@en];
http://ec.europa.eu/esco/skill/19142;SK;Hotel service (teaching);Hotel service (teaching) [@en];
http://ec.europa.eu/esco/skill/17312;SK;Hot food (cooking);Hot food (cooking) [@en];
http://ec.europa.eu/esco/skill/16975;SK;Hot joining;Hot joining [@en];
http://ec.europa.eu/esco/skill/16963;SK;Hot rolling;Hot rolling [@en];
http://ec.europa.eu/esco/skill/22270;SK;Hot water plant (maintenance);Hot water plant (maintenance) [@en];
http://ec.europa.eu/esco/skill/14579;SK;House assembly (house fitting);House assembly (house fitting) [@en];
http://ec.europa.eu/esco/skill/14592;SK;House building technology;House building technology [@en];
http://ec.europa.eu/esco/skill/16829;SK;Household appliances (servicing);Household appliances (servicing) [@en];
http://ec.europa.eu/esco/skill/14569;SK;Household utensils;Household utensils [@en];
http://ec.europa.eu/esco/skill/19821;SK;House painting;House painting [@en];
http://ec.europa.eu/esco/skill/16667;SK;House renovation;House renovation [@en];
http://ec.europa.eu/esco/skill/17009;SK;Housing agency work;Housing agency work [@en];
http://ec.europa.eu/esco/skill/15164;SK;Housing area surveillance;Housing area surveillance [@en];
http://ec.europa.eu/esco/skill/19155;SK;Housing inspection;Housing inspection [@en];
http://ec.europa.eu/esco/skill/20807;SK;Housing issues;Housing issues [@en];
http://ec.europa.eu/esco/skill/14830;SK;HTML5;HTML5 [@en];
http://ec.europa.eu/esco/skill/14721;SK;Hubs (installation and maintenance);Hubs (installation and maintenance) [@en];
